review,sentiment
"I was initially dubious about this movie (merely because of the subject), but the richly drawn characters, the fabulous scenes of the buffalo hunt, and the dramatic conclusion make it well-worth watching. I initially had trouble distinguishing between the two buffalo hunters but as the movie progressed they increasingly distinguished themselves. I am still haunted by the final scene.",positive
"This movie is great. If you enjoy watching B-class movies, that is. This is a classic college 80's slasher movie, in which one song is played throughout the entire soundtrack. A horrible film, but worth renting to make fun of, or just to watch old men pop out of closets with knives. Kinda funny, if you ask me.",positive
"This movie is so awesome! I loved it, it was really scary. I love the Scream movies and all horror movies and this one ranks way up there. It probably helped that I watched it at midnight. If you want a real scare rent this one! 10/10",positive
"what can i say. oh yeah those freaking fingers are so weird. they scare the heck out of me. but it is such a funny film, Jim Carrey works the grinch. if you havent already seen it then what you waiting for an invitation. go, go and get watch it. you dont know what your missing.",positive
"I just finished watching this film. For me, the most outstanding work in this film was the music score. While many silent film scores work very well with their scenes, I feel that this is the best score I've come across. The mutiny scenes in particular worked extremely well.",positive
"This is the movie that I use to judge all other bad movies, and so far there hasn't been anything close.<br /><br />The only good thing I can say is that after watching this I know that I have seen the worst movie I will ever see.",negative
"This movie is a very realistic view of a police squad in a small german town as seen through the eyes of a woman recruit. She brings her way of dealing with the law, which means more than simple convictions. The strong performance of the main character, supported by good dialogues makes this flick very enjoyable.",positive
There was a reasonably good looking girl starring the film(Zoe Mclellan) but even her looks couldn't stop me from voting it the lowest possible - one.<br /><br />The plot is bad and irrational.<br /><br />What more can I say. The movie sucks.,negative
A dedicated Russian Scientist dreams of going to Mars. He eventually gets there but it takes the whole film before we are able to have a laugh at the Russian style of Revolution in Mars.,negative
"To borrow from Dorothy Parker: This is not a film to be tossed aside<br /><br />lightly. It should be thrown with great force.<br /><br />This is an excruciating mess. And I'm a Greenaway fan.<br /><br />MIND-NUMBINGLY AWFUL<br /><br />""The Mummy Returns"" has much more artistic merit",negative
"This movie is outrageous, funny, ribald, sophisticated & hits the bullseye where 99 % of Hollywood movies don't even make the target. Paul Bartel should be recognized as one of the great directors of this or any era. He's the American Renoir & Bunuel _ combined!!! Glad I have the videodisc.",positive
"My wife and I saw every episode in this series and loved it. However, the series was cut short without a final episode by the producers of the show. It ended with a typical end-the-season cliff hanger leaving it's fans feeling cheated. A waste of great writing and acting.",negative
"One of the most underrated comedies. Dan Akroyd is hilarious in this over the top role; Charles Grodin gives a performance nearly as good as in ""Midnight Run;"" and Walter Matthau gives a superb comedic performance in this sometimes subdued, sometimes wacky film. Akroyd and Matthau have great chemistry together....",positive
"Jimmy Stewart was a real life pilot, WWII flier and a one-star general in the Air Force and therefore a natural for how real pilots react when they fly. When you see the faithful recreation of the actual plane, you begin to understand the real-life bravery and courage of Lucky Lindy when he flew the Atlantic solo in 1927!",positive
